"Statistic","Chrom","Gene name","Population","stat"
"Fu.Li.F","chr20","DOK5","SAM","Fu and Li's F"
"Fu.Li.F","chr20","E2F1","TON","Fu and Li's F"
"Fu.Li.F","chr20","EDEM2","NZM","Fu and Li's F"
"Fu.Li.F","chr20","EIF6","NZM","Fu and Li's F"
"Fu.Li.F","chr20","FAM83C","NZM","Fu and Li's F"
"Fu.Li.F","chr20","FASTKD5","TON","Fu and Li's F"
"Fu.Li.F","chr20","GDF5","NZM","Fu and Li's F"
"Fu.Li.F","chr20","GINS1","NZM","Fu and Li's F"
"Fu.Li.F","chr20","GTSF1L","CIM, NZM","Fu and Li's F"
"Fu.Li.F","chr20","HM13","SAM, TON","Fu and Li's F"
"Fu.Li.F","chr20","HM13-AS1","SAM, TON","Fu and Li's F"
"Fu.Li.F","chr20","ID1","SAM, TON","Fu and Li's F"
"Fu.Li.F","chr20","KIF16B","CIM","Fu and Li's F"
"Fu.Li.F","chr20","LZTS3","TON","Fu and Li's F"
"Fu.Li.F","chr20","MCM8","CIM","Fu and Li's F"
"Fu.Li.F","chr20","MIR3193","SAM, TON","Fu and Li's F"
"Fu.Li.F","chr20","MMP24","NZM","Fu and Li's F"
"Fu.Li.F","chr20","MMP24-AS1","NZM","Fu and Li's F"
"Fu.Li.F","chr20","MYBL2","CIM, NZM","Fu and Li's F"
"Fu.Li.F","chr20","MYLK2","TON","Fu and Li's F"
"Fu.Li.F","chr20","NCOA3","CIM, TON","Fu and Li's F"
"Fu.Li.F","chr20","NDRG3","NZM","Fu and Li's F"
"Fu.Li.F","chr20","NECAB3","TON","Fu and Li's F"
"Fu.Li.F","chr20","NINL","NZM","Fu and Li's F"
"Fu.Li.F","chr20","NOL4L","NZM","Fu and Li's F"
"Fu.Li.F","chr20","PCMTD2","TON","Fu and Li's F"
"Fu.Li.F","chr20","PI3","CIM, SAM","Fu and Li's F"
"Fu.Li.F","chr20","POFUT1","TON","Fu and Li's F"
"Fu.Li.F","chr20","RALGAPB","CIM, NZM, SAM","Fu and Li's F"
"Fu.Li.F","chr20","SEMG1","CIM","Fu and Li's F"
"Fu.Li.F","chr20","SEMG2","CIM, SAM","Fu and Li's F"
"Fu.Li.F","chr20","SERINC3","NZM","Fu and Li's F"
"Fu.Li.F","chr20","SLA2","NZM","Fu and Li's F"
"Fu.Li.F","chr20","SLPI","CIM, SAM","Fu and Li's F"
"Fu.Li.F","chr20","SNHG11","NZM, SAM","Fu and Li's F"
"Fu.Li.F","chr20","SNORA71E","NZM, SAM","Fu and Li's F"
"Fu.Li.F","chr20","SYCP2","NZM","Fu and Li's F"
"Fu.Li.F","chr20","TASP1","CIM","Fu and Li's F"
"Fu.Li.F","chr20","TGIF2","NZM","Fu and Li's F"
"Fu.Li.F","chr20","TGIF2-C20orf24","NZM","Fu and Li's F"
"Fu.Li.F","chr20","TPX2","SAM, TON","Fu and Li's F"
"Fu.Li.F","chr20","UBOX5","TON","Fu and Li's F"
"Fu.Li.F","chr20","UBOX5-AS1","TON","Fu and Li's F"
"Fu.Li.F","chr20","UQCC1","NZM","Fu and Li's F"
"Fu.Li.F","chr20","XRN2","TON","Fu and Li's F"
"Fu.Li.F","chr21","DSCR9","NZM","Fu and Li's F"
"Fu.Li.F","chr21","LSS","SAM","Fu and Li's F"
"Fu.Li.F","chr21","MORC3","NZM","Fu and Li's F"
"Fu.Li.F","chr21","PCBP3","SAM, TON","Fu and Li's F"
"Fu.Li.F","chr21","TRAPPC10","CIM","Fu and Li's F"
"Fu.Li.F","chr21","TRPM2","CIM","Fu and Li's F"
"Fu.Li.F","chr21","TTC3","NZM","Fu and Li's F"
"Fu.Li.F","chr22","ALG12","NZM","Fu and Li's F"
"Fu.Li.F","chr22","C22orf46","CIM","Fu and Li's F"
"Fu.Li.F","chr22","CDPF1","CIM, NZM, TON","Fu and Li's F"
"Fu.Li.F","chr22","CELSR1","SAM","Fu and Li's F"
"Fu.Li.F","chr22","CLTCL1","CIM, NZM","Fu and Li's F"
"Fu.Li.F","chr22","CRELD2","NZM","Fu and Li's F"
"Fu.Li.F","chr22","CSDC2","CIM, NZM","Fu and Li's F"
"Fu.Li.F","chr22","DESI1","CIM, NZM","Fu and Li's F"
"Fu.Li.F","chr22","EFCAB6","SAM, TON","Fu and Li's F"
"Fu.Li.F","chr22","EFCAB6-AS1","SAM, TON","Fu and Li's F"
"Fu.Li.F","chr22","EIF3L","NZM","Fu and Li's F"
"Fu.Li.F","chr22","GALR3","NZM","Fu and Li's F"
"Fu.Li.F","chr22","GCAT","NZM","Fu and Li's F"
"Fu.Li.F","chr22","GGT1","NZM","Fu and Li's F"
"Fu.Li.F","chr22","GTSE1","CIM, NZM, SAM, TON","Fu and Li's F"
"Fu.Li.F","chr22","GTSE1-AS1","CIM, NZM","Fu and Li's F"
"Fu.Li.F","chr22","GUCD1","NZM","Fu and Li's F"
"Fu.Li.F","chr22","KIAA1671","TON","Fu and Li's F"
"Fu.Li.F","chr22","LARGE1","NZM","Fu and Li's F"
"Fu.Li.F","chr22","LRRC75B","NZM","Fu and Li's F"
"Fu.Li.F","chr22","MEI1","CIM, SAM, TON","Fu and Li's F"
"Fu.Li.F","chr22","MIR33A","SAM","Fu and Li's F"
"Fu.Li.F","chr22","MYO18B","SAM","Fu and Li's F"
"Fu.Li.F","chr22","PIM3","NZM","Fu and Li's F"
"Fu.Li.F","chr22","PKDREJ","CIM, NZM, TON","Fu and Li's F"
"Fu.Li.F","chr22","PMM1","CIM, NZM","Fu and Li's F"
"Fu.Li.F","chr22","PPARA","CIM, NZM, TON","Fu and Li's F"
"Fu.Li.F","chr22","PPM1F","SAM","Fu and Li's F"
"Fu.Li.F","chr22","RBFOX2","CIM","Fu and Li's F"
"Fu.Li.F","chr22","SEZ6L","SAM","Fu and Li's F"
"Fu.Li.F","chr22","SHISA8","SAM","Fu and Li's F"
"Fu.Li.F","chr22","SLC5A1","TON","Fu and Li's F"
"Fu.Li.F","chr22","SNRPD3","NZM","Fu and Li's F"
"Fu.Li.F","chr22","SNU13","CIM","Fu and Li's F"
"Fu.Li.F","chr22","SREBF2","SAM","Fu and Li's F"
"Fu.Li.F","chr22","SUSD2","NZM","Fu and Li's F"
"Fu.Li.F","chr22","TBC1D10A","SAM","Fu and Li's F"
"Fu.Li.F","chr22","TNFRSF13C","SAM","Fu and Li's F"
"Fu.Li.F","chr22","TNRC6B","TON","Fu and Li's F"
"Fu.Li.F","chr22","TOP3B","SAM, TON","Fu and Li's F"
"Fu.Li.F","chr22","TRIOBP","NZM","Fu and Li's F"
"Fu.Li.F","chr22","TRMU","CIM, NZM, SAM, TON","Fu and Li's F"
"Fu.Li.F","chr22","TTC38","CIM, NZM, SAM, TON","Fu and Li's F"
"Fu.Li.F","chr22","XRCC6","CIM, NZM","Fu and Li's F"
"Fu.Li.F","chr22","ZBED4","NZM, SAM","Fu and Li's F"
"Tajima.D","chr1","AKNAD1","CIM, NZM","Tajima's D"
"Tajima.D","chr1","ARHGEF10L","SAM","Tajima's D"
"Tajima.D","chr1","ASPM","CIM","Tajima's D"
"Tajima.D","chr1","ATP1A1","CIM, NZM, TON","Tajima's D"
"Tajima.D","chr1","ATP1A1-AS1","CIM, NZM, TON","Tajima's D"
"Tajima.D","chr1","ATPIF1","NZM","Tajima's D"
"Tajima.D","chr1","AVPR1B","CIM, NZM, SAM, TON","Tajima's D"
"Tajima.D","chr1","BEST4","SAM","Tajima's D"
"Tajima.D","chr1","BNIPL","SAM","Tajima's D"
"Tajima.D","chr1","BTBD19","CIM, NZM, SAM","Tajima's D"
"Tajima.D","chr1","C1orf186","CIM, NZM, SAM, TON","Tajima's D"
"Tajima.D","chr1","C1orf56","SAM","Tajima's D"
"Tajima.D","chr1","CACNA1E","CIM, NZM, SAM, TON","Tajima's D"
"Tajima.D","chr1","CD46","SAM, TON","Tajima's D"
"Tajima.D","chr1","CDC42SE1","SAM","Tajima's D"
"Tajima.D","chr1","CFHR2","SAM","Tajima's D"
"Tajima.D","chr1","CFHR4","SAM","Tajima's D"
"Tajima.D","chr1","CNTN2","SAM, TON","Tajima's D"
"Tajima.D","chr1","CREB3L4","NZM","Tajima's D"
"Tajima.D","chr1","CROCC","CIM, NZM","Tajima's D"
"Tajima.D","chr1","CSDE1","CIM, NZM","Tajima's D"
"Tajima.D","chr1","CYP2J2","CIM, NZM, SAM, TON","Tajima's D"
"Tajima.D","chr1","DAB1","CIM","Tajima's D"
"Tajima.D","chr1","DBT","CIM, NZM, SAM, TON","Tajima's D"
"Tajima.D","chr1","DDI2","CIM","Tajima's D"
"Tajima.D","chr1","DDR2","CIM","Tajima's D"
"Tajima.D","chr1","DHX9","TON","Tajima's D"
"Tajima.D","chr1","DISP1","CIM, NZM, SAM","Tajima's D"
"Tajima.D","chr1","DNAJC8","NZM, SAM","Tajima's D"
"Tajima.D","chr1","DPYD","CIM, NZM, TON","Tajima's D"
"Tajima.D","chr1","EIF2B3","CIM, NZM, SAM, TON","Tajima's D"
"Tajima.D","chr1","EPS15","CIM, SAM, TON","Tajima's D"
"Tajima.D","chr1","FAM163A","CIM","Tajima's D"
"Tajima.D","chr1","FAM46B","CIM, SAM, TON","Tajima's D"
"Tajima.D","chr1","FNDC7","TON","Tajima's D"
"Tajima.D","chr1","GPATCH2","SAM, TON","Tajima's D"
"Tajima.D","chr1","GPATCH3","CIM, SAM, TON","Tajima's D"
"Tajima.D","chr1","GPSM2","CIM, NZM","Tajima's D"
"Tajima.D","chr1","HECTD3","CIM","Tajima's D"
"Tajima.D","chr1","HOOK1","CIM, NZM, TON","Tajima's D"
"Tajima.D","chr1","HS2ST1","CIM, NZM","Tajima's D"
"Tajima.D","chr1","JTB","NZM","Tajima's D"
"Tajima.D","chr1","KCNT2","CIM","Tajima's D"
"Tajima.D","chr1","KDF1","CIM, SAM, TON","Tajima's D"
"Tajima.D","chr1","LINC01140","CIM, NZM","Tajima's D"
"Tajima.D","chr1","LOC646471","NZM, SAM, TON","Tajima's D"
"Tajima.D","chr1","LRIG2","CIM","Tajima's D"
"Tajima.D","chr1","LRRC39","CIM, SAM, TON","Tajima's D"
"Tajima.D","chr1","LRRIQ3","CIM, NZM","Tajima's D"
"Tajima.D","chr1","LYST","CIM, NZM, SAM, TON","Tajima's D"
"Tajima.D","chr1","MACF1","SAM","Tajima's D"
"Tajima.D","chr1","MEF2D","SAM","Tajima's D"
"Tajima.D","chr1","MIR29C","TON","Tajima's D"
"Tajima.D","chr1","MIR761","SAM","Tajima's D"
"Tajima.D","chr1","MTFR1L","NZM, SAM, TON","Tajima's D"
"Tajima.D","chr1","NEGR1","CIM, SAM, TON","Tajima's D"
"Tajima.D","chr1","NR0B2","CIM, SAM, TON","Tajima's D"
"Tajima.D","chr1","NRAS","CIM, NZM","Tajima's D"
"Tajima.D","chr1","NRDC","CIM, SAM","Tajima's D"
"Tajima.D","chr1","NUDC","CIM, SAM, TON","Tajima's D"
"Tajima.D","chr1","OR14A16","CIM, NZM, SAM, TON","Tajima's D"
"Tajima.D","chr1","OR1C1","SAM, TON","Tajima's D"
"Tajima.D","chr1","OSBPL9","CIM, NZM, SAM, TON","Tajima's D"
"Tajima.D","chr1","OTUD7B","NZM","Tajima's D"
"Tajima.D","chr1","PAPPA2","CIM, NZM, SAM, TON","Tajima's D"
"Tajima.D","chr1","PBXIP1","NZM","Tajima's D"
"Tajima.D","chr1","PHACTR4","NZM","Tajima's D"
"Tajima.D","chr1","PLK3","SAM","Tajima's D"
"Tajima.D","chr1","PMVK","NZM","Tajima's D"
"Tajima.D","chr1","PRUNE1","SAM","Tajima's D"
"Tajima.D","chr1","PTAFR","SAM","Tajima's D"
"Tajima.D","chr1","PTCH2","CIM, NZM, SAM, TON","Tajima's D"
"Tajima.D","chr1","PYGO2","NZM","Tajima's D"
"Tajima.D","chr1","RAB13","NZM","Tajima's D"
"Tajima.D","chr1","RAB3B","CIM, SAM, TON","Tajima's D"
"Tajima.D","chr1","RAB42","NZM","Tajima's D"
"Tajima.D","chr1","RBBP4","NZM","Tajima's D"
"Tajima.D","chr1","RBBP5","CIM, NZM, SAM, TON","Tajima's D"
"Tajima.D","chr1","RCC1","NZM","Tajima's D"
"Tajima.D","chr1","RGS8","CIM","Tajima's D"
"Tajima.D","chr1","RNU11","TON","Tajima's D"
"Tajima.D","chr1","RPF1","NZM","Tajima's D"
"Tajima.D","chr1","RPS27","NZM","Tajima's D"
"Tajima.D","chr1","RSC1A1","CIM","Tajima's D"
"Tajima.D","chr1","S100A7","NZM","Tajima's D"
"Tajima.D","chr1","S100A7A","CIM, NZM","Tajima's D"
"Tajima.D","chr1","S100A7L2","NZM","Tajima's D"
"Tajima.D","chr1","SAMD13","CIM, NZM","Tajima's D"
"Tajima.D","chr1","SESN2","NZM","Tajima's D"
"Tajima.D","chr1","SHC1","NZM","Tajima's D"
"Tajima.D","chr1","SMG7","CIM, NZM","Tajima's D"
"Tajima.D","chr1","SNHG12","NZM","Tajima's D"
"Tajima.D","chr1","SNHG3","NZM","Tajima's D"
"Tajima.D","chr1","SNORA16A","NZM","Tajima's D"
"Tajima.D","chr1","SNORA44","NZM","Tajima's D"
"Tajima.D","chr1","SNORA61","NZM","Tajima's D"
"Tajima.D","chr1","SNORD99","NZM","Tajima's D"
"Tajima.D","chr1","SPATA21","CIM","Tajima's D"
"Tajima.D","chr1","ST6GALNAC3","CIM, NZM, SAM, TON","Tajima's D"
"Tajima.D","chr1","STXBP3","TON","Tajima's D"
"Tajima.D","chr1","SYNC","NZM","Tajima's D"
"Tajima.D","chr1","SZRD1","CIM","Tajima's D"
"Tajima.D","chr1","TAF12","TON","Tajima's D"
"Tajima.D","chr1","TCTEX1D4","SAM","Tajima's D"
"Tajima.D","chr1","TDRD10","NZM","Tajima's D"
"Tajima.D","chr1","TMEM81","SAM, TON","Tajima's D"
"Tajima.D","chr1","TNFSF18","CIM","Tajima's D"
"Tajima.D","chr1","TRNAU1AP","NZM","Tajima's D"
"Tajima.D","chr1","TRNP1","CIM, SAM, TON","Tajima's D"
"Tajima.D","chr1","UROD","CIM","Tajima's D"
"Tajima.D","chr1","USP24","CIM, NZM, SAM","Tajima's D"
"Tajima.D","chr1","VPS13D","SAM, TON","Tajima's D"
"Tajima.D","chr1","ZFYVE9","TON","Tajima's D"
"Tajima.D","chr1","ZNF670","CIM","Tajima's D"
"Tajima.D","chr1","ZNF670-ZNF695","CIM, NZM, TON","Tajima's D"
"Tajima.D","chr1","ZSWIM5","CIM","Tajima's D"
"Tajima.D","chr1","ZYG11A","TON","Tajima's D"
"Tajima.D","chr2","ACVR1C","CIM, NZM","Tajima's D"
"Tajima.D","chr2","ALK","SAM, TON","Tajima's D"
"Tajima.D","chr2","ALMS1","SAM","Tajima's D"
"Tajima.D","chr2","ANKAR","TON","Tajima's D"
"Tajima.D","chr2","ANKRD44","CIM, SAM","Tajima's D"
"Tajima.D","chr2","APLF","CIM, NZM, SAM","Tajima's D"
"Tajima.D","chr2","ARHGEF33","SAM","Tajima's D"
"Tajima.D","chr2","ARHGEF4","CIM, NZM, SAM, TON","Tajima's D"
"Tajima.D","chr2","ATAD2B","NZM","Tajima's D"
"Tajima.D","chr2","ATF2","CIM, SAM, TON","Tajima's D"
"Tajima.D","chr2","ATP6V1E2","TON","Tajima's D"
"Tajima.D","chr2","AUP1","NZM","Tajima's D"
"Tajima.D","chr2","BCL11A","SAM","Tajima's D"
"Tajima.D","chr2","BMPR2","CIM","Tajima's D"
"Tajima.D","chr2","BRE","CIM, NZM","Tajima's D"
"Tajima.D","chr2","CAB39","CIM, NZM, SAM, TON","Tajima's D"
"Tajima.D","chr2","CCDC142","NZM","Tajima's D"
"Tajima.D","chr2","CCDC173","CIM","Tajima's D"
"Tajima.D","chr2","CCT7","NZM","Tajima's D"
"Tajima.D","chr2","CDKL4","SAM, TON","Tajima's D"
"Tajima.D","chr2","CFAP221","CIM, NZM","Tajima's D"
"Tajima.D","chr2","CHN1","CIM, SAM","Tajima's D"
"Tajima.D","chr2","CHST10","TON","Tajima's D"
"Tajima.D","chr2","CLASP1","NZM","Tajima's D"
"Tajima.D","chr2","CLIP4","SAM, TON","Tajima's D"
"Tajima.D","chr2","CNTNAP5","SAM","Tajima's D"
"Tajima.D","chr2","COL5A2","TON","Tajima's D"
"Tajima.D","chr2","CREB1","CIM, NZM, SAM, TON","Tajima's D"
"Tajima.D","chr2","CYTIP","CIM, NZM","Tajima's D"
"Tajima.D","chr2","DIRC3","NZM","Tajima's D"
"Tajima.D","chr2","DNAH6","CIM, NZM, TON","Tajima's D"
"Tajima.D","chr2","DNAH7","TON","Tajima's D"
"Tajima.D","chr2","DOCK10","CIM, NZM, SAM, TON","Tajima's D"
"Tajima.D","chr2","DQX1","NZM","Tajima's D"
"Tajima.D","chr2","ERBB4","CIM, NZM, SAM, TON","Tajima's D"
"Tajima.D","chr2","EXOC6B","SAM, TON","Tajima's D"
"Tajima.D","chr2","FAM228A","CIM, NZM","Tajima's D"
"Tajima.D","chr2","FAM228B","CIM, NZM, TON","Tajima's D"
"Tajima.D","chr2","FBXO11","SAM","Tajima's D"
"Tajima.D","chr2","FBXO41","NZM","Tajima's D"
"Tajima.D","chr2","FBXO48","CIM, NZM, SAM","Tajima's D"
"Tajima.D","chr2","FKBP1B","CIM, NZM","Tajima's D"
"Tajima.D","chr2","FN1","CIM","Tajima's D"
"Tajima.D","chr2","GCC2","SAM, TON","Tajima's D"
"Tajima.D","chr2","GEN1","CIM, NZM, SAM, TON","Tajima's D"
"Tajima.D","chr2","HTRA2","NZM","Tajima's D"
"Tajima.D","chr2","IL1A","SAM, TON","Tajima's D"
"Tajima.D","chr2","INO80B","NZM","Tajima's D"
"Tajima.D","chr2","INO80B-WBP1","NZM","Tajima's D"
"Tajima.D","chr2","IQCA1","CIM, NZM, SAM, TON","Tajima's D"
"Tajima.D","chr2","ITSN2","CIM, NZM","Tajima's D"
"Tajima.D","chr2","KIF3C","CIM, NZM","Tajima's D"
"Tajima.D","chr2","KIF5C","CIM, NZM, TON","Tajima's D"
"Tajima.D","chr2","KLHL29","NZM","Tajima's D"
"Tajima.D","chr2","LBX2","NZM","Tajima's D"
"Tajima.D","chr2","LBX2-AS1","NZM","Tajima's D"
"Tajima.D","chr2","LIMS1","CIM, NZM, SAM, TON","Tajima's D"
"Tajima.D","chr2","LINC01119","CIM","Tajima's D"
"Tajima.D","chr2","LINC01185","CIM, SAM, TON","Tajima's D"
"Tajima.D","chr2","LNPK","NZM","Tajima's D"
"Tajima.D","chr2","LOC645949","CIM, TON","Tajima's D"
"Tajima.D","chr2","LOXL3","NZM","Tajima's D"
"Tajima.D","chr2","LYPD6","CIM, NZM, SAM, TON","Tajima's D"
"Tajima.D","chr2","MAPRE3","NZM","Tajima's D"
"Tajima.D","chr2","MBD5","CIM","Tajima's D"
"Tajima.D","chr2","METTL21A","CIM, NZM, SAM, TON","Tajima's D"
"Tajima.D","chr2","MIR1258","CIM, SAM, TON","Tajima's D"
"Tajima.D","chr2","MMADHC","CIM, NZM, SAM, TON","Tajima's D"
"Tajima.D","chr2","MOGS","NZM","Tajima's D"
"Tajima.D","chr2","MRPL53","NZM","Tajima's D"
"Tajima.D","chr2","MSGN1","CIM, NZM, SAM, TON","Tajima's D"
"Tajima.D","chr2","MSH6","SAM","Tajima's D"
"Tajima.D","chr2","MYO1B","CIM, NZM, SAM","Tajima's D"
"Tajima.D","chr2","MYT1L","CIM, NZM, TON","Tajima's D"
"Tajima.D","chr2","NIFK-AS1","NZM","Tajima's D"
"Tajima.D","chr2","PARD3B","CIM, NZM, SAM, TON","Tajima's D"
"Tajima.D","chr2","PCGF1","NZM","Tajima's D"
"Tajima.D","chr2","PDE11A","CIM","Tajima's D"
"Tajima.D","chr2","PDE1A","CIM, NZM, SAM, TON","Tajima's D"
"Tajima.D","chr2","PDK1","NZM","Tajima's D"
"Tajima.D","chr2","PFN4","CIM, NZM","Tajima's D"
"Tajima.D","chr2","PIKFYVE","SAM, TON","Tajima's D"
"Tajima.D","chr2","PROKR1","NZM","Tajima's D"
"Tajima.D","chr2","PTH2R","TON","Tajima's D"
"Tajima.D","chr2","PUS10","SAM","Tajima's D"
"Tajima.D","chr2","R3HDM1","NZM","Tajima's D"
"Tajima.D","chr2","RAB3GAP1","CIM","Tajima's D"
"Tajima.D","chr2","RAD51AP2","CIM, NZM","Tajima's D"
"Tajima.D","chr2","REL","CIM, SAM, TON","Tajima's D"
"Tajima.D","chr2","RHBDD1","NZM, SAM, TON","Tajima's D"
"Tajima.D","chr2","RHOQ","TON","Tajima's D"
"Tajima.D","chr2","RNU4ATAC","NZM","Tajima's D"
"Tajima.D","chr2","SF3B6","CIM, NZM","Tajima's D"
"Tajima.D","chr2","SMC6","CIM, NZM, SAM, TON","Tajima's D"
"Tajima.D","chr2","SOS1","SAM","Tajima's D"
"Tajima.D","chr2","SPAG16","SAM","Tajima's D"
"Tajima.D","chr2","SPOPL","TON","Tajima's D"
"Tajima.D","chr2","SUCLG1","NZM","Tajima's D"
"Tajima.D","chr2","TET3","CIM, SAM, TON","Tajima's D"
"Tajima.D","chr2","TEX41","SAM, TON","Tajima's D"
"Tajima.D","chr2","THADA","TON","Tajima's D"
"Tajima.D","chr2","TLK1","CIM, NZM","Tajima's D"
"Tajima.D","chr2","TMEFF2","CIM, NZM, SAM, TON","Tajima's D"
"Tajima.D","chr2","TMEM214","NZM","Tajima's D"
"Tajima.D","chr2","TMEM247","TON","Tajima's D"
"Tajima.D","chr2","TP53I3","CIM, NZM, TON","Tajima's D"
"Tajima.D","chr2","TRABD2A","CIM, NZM, SAM","Tajima's D"
"Tajima.D","chr2","TTC31","NZM","Tajima's D"
"Tajima.D","chr2","UGP2","CIM, SAM, TON","Tajima's D"
"Tajima.D","chr2","VPS54","CIM, SAM, TON","Tajima's D"
"Tajima.D","chr2","VSNL1","CIM, NZM","Tajima's D"
"Tajima.D","chr2","VWA3B","CIM, NZM, SAM, TON","Tajima's D"
"Tajima.D","chr2","WBP1","NZM","Tajima's D"
"Tajima.D","chr2","WDCP","CIM, NZM","Tajima's D"
"Tajima.D","chr2","ZNF385B","CIM, SAM, TON","Tajima's D"
"Tajima.D","chr2","ZNF804A","CIM","Tajima's D"
"Tajima.D","chr2","ZRANB3","NZM","Tajima's D"
"Tajima.D","chr3","AMOTL2","SAM, TON","Tajima's D"
"Tajima.D","chr3","AMT","CIM, SAM, TON","Tajima's D"
"Tajima.D","chr3","APPL1","SAM, TON","Tajima's D"
"Tajima.D","chr3","ARHGEF26","CIM, NZM","Tajima's D"
"Tajima.D","chr3","ARHGEF26-AS1","CIM, NZM","Tajima's D"
"Tajima.D","chr3","ARIH2","NZM","Tajima's D"
"Tajima.D","chr3","ASB14","SAM, TON","Tajima's D"
"Tajima.D","chr3","BAP1","CIM, NZM","Tajima's D"
"Tajima.D","chr3","BRK1","NZM, SAM, TON","Tajima's D"
"Tajima.D","chr3","BRPF1","NZM","Tajima's D"
"Tajima.D","chr3","BSN","CIM, NZM, SAM, TON","Tajima's D"
"Tajima.D","chr3","C3orf35","CIM, SAM, TON","Tajima's D"
"Tajima.D","chr3","C3orf62","CIM, NZM, SAM, TON","Tajima's D"
"Tajima.D","chr3","C3orf84","CIM, SAM, TON","Tajima's D"
"Tajima.D","chr3","CBLB","NZM","Tajima's D"
"Tajima.D","chr3","CCDC36","CIM, NZM, SAM, TON","Tajima's D"
"Tajima.D","chr3","CCDC71","CIM, NZM, SAM, TON","Tajima's D"
"Tajima.D","chr3","CCR1","NZM, SAM, TON","Tajima's D"
"Tajima.D","chr3","CCR3","CIM, NZM, SAM, TON","Tajima's D"
"Tajima.D","chr3","CCR9","SAM","Tajima's D"
"Tajima.D","chr3","CELSR3","NZM","Tajima's D"
"Tajima.D","chr3","CGGBP1","CIM","Tajima's D"
"Tajima.D","chr3","CIDEC","CIM, NZM, SAM","Tajima's D"
"Tajima.D","chr3","CIDECP","SAM","Tajima's D"
"Tajima.D","chr3","CLDN11","CIM, NZM, SAM, TON","Tajima's D"
"Tajima.D","chr3","CLSTN2","SAM","Tajima's D"
"Tajima.D","chr3","COL7A1","NZM","Tajima's D"
"Tajima.D","chr3","CSRNP1","CIM","Tajima's D"
"Tajima.D","chr3","CTDSPL","CIM, SAM, TON","Tajima's D"
"Tajima.D","chr3","CXCR6","NZM","Tajima's D"
"Tajima.D","chr3","DALRD3","NZM","Tajima's D"
"Tajima.D","chr3","DLG1","TON","Tajima's D"
"Tajima.D","chr3","DLG1-AS1","TON","Tajima's D"
"Tajima.D","chr3","DNAH1","CIM, NZM, SAM","Tajima's D"
"Tajima.D","chr3","DNAJB11","SAM","Tajima's D"
"Tajima.D","chr3","DZIP3","CIM, NZM","Tajima's D"
"Tajima.D","chr3","EPHA6","NZM","Tajima's D"
"Tajima.D","chr3","FANCD2","CIM, NZM, SAM, TON","Tajima's D"
"Tajima.D","chr3","FANCD2OS","CIM, NZM, SAM, TON","Tajima's D"
"Tajima.D","chr3","FGF12","SAM","Tajima's D"
"Tajima.D","chr3","FOXP1","SAM, TON","Tajima's D"
"Tajima.D","chr3","FYCO1","NZM, TON","Tajima's D"
"Tajima.D","chr3","FYTTD1","NZM","Tajima's D"
"Tajima.D","chr3","GOLGA4","CIM, SAM, TON","Tajima's D"
"Tajima.D","chr3","GPR62","NZM","Tajima's D"
"Tajima.D","chr3","IFT57","TON","Tajima's D"
"Tajima.D","chr3","IMPDH2","NZM","Tajima's D"
"Tajima.D","chr3","IQCF1","CIM, NZM, SAM, TON","Tajima's D"
"Tajima.D","chr3","IQCF2","CIM, NZM, SAM, TON","Tajima's D"
"Tajima.D","chr3","IQCF3","CIM, NZM, SAM, TON","Tajima's D"
"Tajima.D","chr3","IQCF4","NZM, TON","Tajima's D"
"Tajima.D","chr3","IQCF5","CIM, NZM, SAM, TON","Tajima's D"
"Tajima.D","chr3","ISY1-RAB43","CIM","Tajima's D"
"Tajima.D","chr3","KCNAB1","CIM","Tajima's D"
"Tajima.D","chr3","KIF15","TON","Tajima's D"
"Tajima.D","chr3","KLHDC8B","NZM, TON","Tajima's D"
"Tajima.D","chr3","LAMB2","CIM, NZM, SAM, TON","Tajima's D"
"Tajima.D","chr3","LAMB2P1","CIM, NZM, SAM, TON","Tajima's D"
"Tajima.D","chr3","LOC220729","TON","Tajima's D"
"Tajima.D","chr3","LOC401052","CIM, NZM, SAM","Tajima's D"
"Tajima.D","chr3","LRRFIP2","CIM, SAM","Tajima's D"
"Tajima.D","chr3","LZTFL1","SAM","Tajima's D"
"Tajima.D","chr3","MIR191","NZM","Tajima's D"
"Tajima.D","chr3","MIR26A1","CIM, SAM, TON","Tajima's D"
"Tajima.D","chr3","MIR425","NZM","Tajima's D"
"Tajima.D","chr3","MIR4271","CIM, NZM, SAM, TON","Tajima's D"
"Tajima.D","chr3","MIR4797","TON","Tajima's D"
"Tajima.D","chr3","MIR711","NZM","Tajima's D"
"Tajima.D","chr3","MIR922","NZM","Tajima's D"
"Tajima.D","chr3","MLH1","CIM, SAM","Tajima's D"
"Tajima.D","chr3","MORC1","NZM","Tajima's D"
"Tajima.D","chr3","MSL2","CIM, SAM","Tajima's D"
"Tajima.D","chr3","MUC4","CIM, NZM","Tajima's D"
"Tajima.D","chr3","NDUFAF3","NZM","Tajima's D"
"Tajima.D","chr3","NEK10","TON","Tajima's D"
"Tajima.D","chr3","NICN1","CIM, SAM, TON","Tajima's D"
"Tajima.D","chr3","NISCH","NZM","Tajima's D"
"Tajima.D","chr3","P4HTM","NZM","Tajima's D"
"Tajima.D","chr3","PARP3","CIM, NZM, TON","Tajima's D"
"Tajima.D","chr3","PCBP4","NZM","Tajima's D"
"Tajima.D","chr3","PCCB","CIM","Tajima's D"
